City,Date,PM2.5,PM10,Nox,CO2,SO2,O3,AQI
Bengaluru,15-01-2016,42.84,160.87,50.76,389.79,17.8,25.71,119
Bengaluru,16-01-2016,77.23,235.32,83.2,486.1,15.22,22.72,130
Bengaluru,17-01-2016,68.98,149.82,110.24,87.68,14.5,17.73,253
Bengaluru,18-01-2016,73.89,133.08,77.38,228.62,18.94,20.92,219
Bengaluru,19-01-2016,75.45,113.92,72.62,456.11,24,23.09,146
Bengaluru,20-01-2016,78.07,122.54,45.06,377.73,24.02,17.64,170
Bengaluru,21-01-2016,53.45,62.27,34.63,441.4,18.54,20.57,117
Bengaluru,22-01-2016,63.58,150.78,41.69,465.34,13.94,22,113
Bengaluru,23-01-2016,57.91,133.63,29.72,235.68,11.77,11.02,146
Bengaluru,24-01-2016,41.36,92.58,35.97,362.15,5.66,15.4,102
Bengaluru,25-01-2016,51.7,121.42,51.13,369.2,7.78,18.12,98
Bengaluru,26-01-2016,54.34,108.47,45.69,333.87,8.68,26.95,104
Bengaluru,27-01-2016,54.33,76.37,41.42,196.6,8.73,17.6,91
Bengaluru,28-01-2016,84.84,50.03,36.42,424.48,2.96,17.21,118
Bengaluru,29-01-2016,87.02,83.23,36.39,396,3.02,26.32,175
Bengaluru,30-01-2016,71.42,130.22,37.09,250.35,4.28,23.31,149
Bengaluru,31-01-2016,119.16,218.27,48.59,239.44,6.07,23.3,183
Bengaluru,01-02-2016,84.45,158.01,55.88,54.85,6.34,17.17,184
Bengaluru,02-02-2016,76.8,159.14,55.92,429.55,5.9,15.86,156
Bengaluru,03-02-2016,75.57,193.59,62.78,177.79,5.54,25.77,153
Bengaluru,04-02-2016,74.6,152.36,49.76,261.86,5.13,28.21,141
Bengaluru,05-02-2016,72.11,121.86,49.34,235.09,4.07,31.13,139
Bengaluru,06-02-2016,63.42,169.11,45.84,355.16,3.74,32.4,154
Bengaluru,07-02-2016,82.78,351.51,84.52,225.55,2.76,37.66,199
Bengaluru,08-02-2016,75.98,154.26,46.99,130.88,3.49,31.18,182
Bengaluru,09-02-2016,85.33,223.57,59.41,440.88,9.71,35.63,175
Bengaluru,10-02-2016,84.32,256.75,46.66,132.6,14.25,49.77,191
Bengaluru,11-02-2016,91.95,190.47,45.44,62.79,23.66,58.94,203
Bengaluru,12-02-2016,83.66,164.48,49.77,138.31,5.25,67.3,154
Bengaluru,13-02-2016,85.96,146.45,56.54,254.81,4.73,63.27,160
Bengaluru,14-02-2016,62.08,113.87,43.41,240.45,3.14,57.1,136
Bengaluru,15-02-2016,56.57,100.3,35.08,408.34,4.27,37.83,107
Bengaluru,16-02-2016,42.58,108.68,23.5,137.72,3.45,31.32,88
Bengaluru,17-02-2016,49.6,145.32,24.34,399.02,4.46,25.02,105
Bengaluru,18-02-2016,54.56,138.17,19.86,93.37,4.12,29.33,111
Bengaluru,19-02-2016,44.26,146.23,26.16,263.15,3.9,42.53,117
Bengaluru,20-02-2016,53.12,116.89,30.94,439.4,3.2,36.37,113
Bengaluru,21-02-2016,57.32,107.54,34.98,235.82,2.88,49.63,115
Bengaluru,22-02-2016,90.07,127.67,32.23,483.48,3.26,38.32,145
Bengaluru,23-02-2016,134.69,142.12,32.14,333.97,2.99,42.23,177
Bengaluru,24-02-2016,110.05,100.07,38.67,390.49,4.85,59.43,198
Bengaluru,25-02-2016,66.98,100.6,37.3,279.44,6.91,64.9,165
Bengaluru,26-02-2016,51.96,102.39,28.51,243.39,5.29,37.26,124
Bengaluru,27-02-2016,36.28,98.29,41.88,88.1,3.09,30.33,88
Bengaluru,28-02-2016,35.63,115.9,47.36,103.98,3.52,29.08,88
Bengaluru,29-02-2016,41.64,144.04,30.64,307.27,3.16,39.28,105
Bengaluru,01-03-2016,39.21,154.64,42.55,326.14,3.5,37.68,118
Bengaluru,02-03-2016,42.17,134.78,33.44,493.14,2.24,31.99,132
Bengaluru,03-03-2016,54.91,148.57,31.09,435.98,1.91,49.42,121
Bengaluru,04-03-2016,54.04,137.04,38.09,430.02,2.45,42.21,136
Bengaluru,05-03-2016,55.72,132.73,31.96,178.97,2.36,38.54,153
Bengaluru,06-03-2016,45.98,120.86,22.73,235.3,2.12,49.65,135
Bengaluru,07-03-2016,43.69,120.32,24.23,95.96,2.05,45.07,111
Bengaluru,08-03-2016,44.74,122.4,41.83,311.69,2.82,49.67,135
Bengaluru,09-03-2016,51.06,150.19,47.14,81.29,4.02,38.62,123
Bengaluru,10-03-2016,53.1,161.1,43.2,251.07,3.14,35.52,146
Bengaluru,11-03-2016,60.7,173.24,36.11,304.79,3.61,40,155
Bengaluru,12-03-2016,59.53,163.88,26.64,152.68,3,58.17,144
Bengaluru,13-03-2016,64.29,144.67,21.86,398.95,2.75,68.09,149
Bengaluru,14-03-2016,67.65,148.74,33.09,353.68,2.95,77.42,158
Bengaluru,15-03-2016,68.48,144.33,36.46,116.54,2.93,47.78,175
Bengaluru,16-03-2016,76.33,144.2,39.12,492.66,2.85,98.66,139
Bengaluru,17-03-2016,72.22,151.36,25.76,293.92,3.24,39.82,145
Bengaluru,18-03-2016,60.58,194,18.32,61.89,2.89,35.81,151
Bengaluru,19-03-2016,98.29,206.35,32.29,207.55,2.53,33.32,158
Bengaluru,20-03-2016,239.54,189.8,14.6,490.69,1.57,,253
Bengaluru,21-03-2016,121.43,164.52,59.53,456.04,2.47,56.77,264
Bengaluru,22-03-2016,66.36,190.04,62.46,118.02,3.93,43.14,155
Bengaluru,23-03-2016,29.73,186.28,46.26,434.75,2.38,49.68,137
Bengaluru,24-03-2016,34.49,180.42,34.43,328.28,3.92,46.87,119
Bengaluru,25-03-2016,32.59,183.03,28.33,59.78,3.22,55.02,137
Bengaluru,26-03-2016,56.05,165.97,29.32,390.84,5.56,57.03,149
Bengaluru,27-03-2016,63.5,175.45,30.19,235.78,5.39,89.88,156
Bengaluru,28-03-2016,57.92,157.8,35.15,228.26,6.06,48.81,123
Bengaluru,29-03-2016,48.28,162.1,23.54,222.26,3.42,40.43,118
Bengaluru,30-03-2016,42.65,142.17,25.51,318.45,4.7,35.06,107
Bengaluru,31-03-2016,50.78,156.52,32.46,371.4,3.72,44.42,111
Bengaluru,01-04-2016,49.33,150.05,35.55,341.44,4.51,38.74,106
Bengaluru,02-04-2016,51.78,159.41,36.29,158.79,2.51,34.73,112
Bengaluru,03-04-2016,53.54,157.92,26.49,368.06,2.97,34.38,110
Bengaluru,04-04-2016,54.8,165.25,39.97,110.98,4.65,26.66,114
Bengaluru,05-04-2016,49.84,215.52,50.15,487.1,4.27,29.98,118
Bengaluru,06-04-2016,63.16,254.77,52.29,263.13,3.67,43.57,154
Bengaluru,07-04-2016,46.24,208.97,17.79,91.11,3.17,67.46,179
Bengaluru,08-04-2016,34.18,318.02,17.37,309.48,2.2,58.76,102
Bengaluru,09-04-2016,33.01,152.78,38.54,309.64,3.61,53.57,170
Bengaluru,10-04-2016,31.3,144.68,19.45,67.47,2.75,62.4,112
Bengaluru,11-04-2016,31.68,159.23,19.05,54.89,2.87,58.82,138
Bengaluru,12-04-2016,36.98,177.82,14.71,498.25,3.1,74.34,121
Bengaluru,13-04-2016,36.88,159.45,30.43,225.54,5.44,60.73,118
Bengaluru,14-04-2016,35.46,224.24,31.64,160.45,3.19,109.97,171
Bengaluru,15-04-2016,35.31,196.65,18.99,296.48,3.9,76.46,156
Bengaluru,16-04-2016,34.85,171.26,10.08,53.75,3.06,67.25,140
Bengaluru,17-04-2016,36.9,145.98,9.89,55.8,2.36,77.75,114
Bengaluru,18-04-2016,38.81,158.75,16.09,100.75,2.74,49.33,138
Bengaluru,19-04-2016,34.65,134.47,12.86,411.14,2.71,50.77,137
Bengaluru,20-04-2016,31.89,160.06,19.53,161.71,3.82,62.54,134
Bengaluru,21-04-2016,33.61,168.98,13.97,276.56,6.92,65.97,119
Bengaluru,22-04-2016,34.83,130.54,10.21,150.63,4.09,48.47,98
Bengaluru,23-04-2016,39.01,107.52,19.84,295.17,3.9,49.78,107
Bengaluru,24-04-2016,39.53,92.73,19.55,278.96,4.16,47.44,150
Bengaluru,25-04-2016,37.17,103.22,16.25,230.33,3.39,47.77,94
Bengaluru,26-04-2016,39.88,68.46,21.35,244.94,3.74,56.94,85
Bengaluru,27-04-2016,32.59,56.09,22.96,344.02,5.23,43.48,115
Bengaluru,28-04-2016,47.42,54.05,22.55,428.97,5.65,39.29,74
Bengaluru,29-04-2016,48.78,58.28,23.05,193.73,4.34,47.83,88
Bengaluru,30-04-2016,46.6,59.08,20.19,289.47,4.12,53.75,86
Bengaluru,01-05-2016,35.86,63.4,23.12,434.38,4.17,74.38,87
Bengaluru,02-05-2016,39.87,63.61,28.17,125.57,5.62,68.49,99
Bengaluru,03-05-2016,40.79,63.42,43.48,490.8,4.37,46.14,80
Bengaluru,04-05-2016,57.96,56.57,32.02,387.78,4.58,45.77,102
Bengaluru,05-05-2016,46,58.14,34.28,214.75,7.17,40.96,76
Bengaluru,06-05-2016,23.99,35.12,19.03,218.83,4.1,95.21,59
Bengaluru,07-05-2016,27.21,44.02,34.02,142.41,3.15,53.32,67
Bengaluru,08-05-2016,26.43,42.02,75.84,170.56,2.89,52.09,107
Bengaluru,09-05-2016,20.46,34.82,26.1,314.17,3.66,58.13,95
Bengaluru,10-05-2016,32.5,230.2,20.91,51.68,4.01,50.62,72
Bengaluru,11-05-2016,57.81,50.58,12.56,60.42,3.11,45.59,91
Bengaluru,12-05-2016,31.19,54.8,14.44,493.91,3.77,54.95,88
Bengaluru,13-05-2016,34.06,45.82,10.89,155.99,4.08,70.86,86
Bengaluru,14-05-2016,33.05,52.87,31.46,423.3,2.78,53.86,78
Bengaluru,15-05-2016,28.39,46.27,11.86,325.58,2.94,41.46,65
Bengaluru,16-05-2016,27.01,39.39,18.35,250.69,4.16,22.93,50
Bengaluru,17-05-2016,36.67,42.55,21.65,379.48,3.71,20.18,74
Bengaluru,18-05-2016,27.51,41.15,23.46,72.51,5.04,20.14,47
Bengaluru,19-05-2016,28.47,29.97,5.53,390.24,4.42,32.59,46
Bengaluru,20-05-2016,22.27,33.48,10.54,435.65,3.81,30.79,48
Bengaluru,21-05-2016,42.52,41.96,8.91,176.1,4.46,29.76,35
Bengaluru,22-05-2016,152.94,43.16,9.86,185.73,3.36,27.96,83
Bengaluru,23-05-2016,28.65,52.72,11.01,96.36,3.91,32.6,173
Bengaluru,24-05-2016,25.75,40.98,6.83,435.15,4.91,31.86,50
Bengaluru,25-05-2016,,32.45,8.52,413.56,5.53,,37
Bengaluru,26-05-2016,,34.84,8.02,241.35,7,,33
Bengaluru,27-05-2016,,39.88,7.12,219.97,5.81,,38
Bengaluru,28-05-2016,,36.26,7.81,242.39,4.2,,38
Bengaluru,29-05-2016,,19.21,7.3,239.16,2.55,,27
Bengaluru,30-05-2016,35.98,29.59,14.57,243.33,4.5,,26
Bengaluru,31-05-2016,27.6,32.09,25.1,115.58,4.83,,47
Bengaluru,01-06-2016,17.15,26.07,31.6,56.06,4.74,,49
Bengaluru,02-06-2016,17.71,21.58,18.64,393.09,2.68,,43
Bengaluru,03-06-2016,,33.69,10.15,204.69,1.9,,29
Bengaluru,04-06-2016,,28.67,10.81,270.9,2.15,,30
Bengaluru,05-06-2016,,32.38,9.08,188.35,2.18,,33
Bengaluru,06-06-2016,,21.86,8.56,221.74,1.82,,26
Bengaluru,07-06-2016,,20.31,11.68,83.69,1.69,,23
Bengaluru,08-06-2016,,19.38,9.28,216.63,2.24,,20
Bengaluru,09-06-2016,,20.5,9.93,258.4,2.14,,
Bengaluru,10-06-2016,,19.97,10.05,424.78,2.28,,20
Bengaluru,11-06-2016,,21.74,10.14,194.99,2.17,,20
Bengaluru,12-06-2016,,24.12,8.84,89.84,1.99,,23
Bengaluru,13-06-2016,,23.79,9.8,391.64,2.16,,26
Bengaluru,14-06-2016,,23.6,12.82,219.04,2.02,,23
Bengaluru,15-06-2016,,38.42,14.43,461.91,2.09,,26
Bengaluru,16-06-2016,,27.07,10.93,481.57,2,,40
Bengaluru,17-06-2016,33.9,48.51,18.94,442.33,3.39,14.93,28
Bengaluru,18-06-2016,31.98,80.7,20.46,151.99,4.05,9.69,156
Bengaluru,19-06-2016,26.77,105.43,15.29,164.21,4.64,11.99,195
Bengaluru,20-06-2016,27.61,72.63,21.69,407.36,4.5,10.92,137
Bengaluru,21-06-2016,28.24,194.62,15.81,250.75,7.48,,71
Bengaluru,22-06-2016,29.83,23.86,17.61,184.01,1.79,31.87,77
Bengaluru,23-06-2016,19,15.46,16.91,182.26,1.9,53.33,143
Bengaluru,24-06-2016,15.04,23.51,17.15,309.86,1.73,65.62,181
Bengaluru,25-06-2016,,,,452.76,,,31
Bengaluru,26-06-2016,,,,328.52,,,
Bengaluru,27-06-2016,16.54,48.92,26.15,329.13,2.1,45.27,33
Bengaluru,28-06-2016,27.23,34.13,23.71,386.12,1.87,38.45,151
Bengaluru,29-06-2016,115.98,17.1,24.19,392.14,1.58,39.09,174
Bengaluru,30-06-2016,13.95,48.92,20.42,459.25,1.86,39.53,154
Bengaluru,01-07-2016,25,35.36,19.59,122.95,1.26,44.86,208
Bengaluru,02-07-2016,31.8,9.93,15.96,493.08,1.1,51.84,192
Bengaluru,03-07-2016,17.36,30.52,20.82,197.97,1.54,42.29,238
Bengaluru,04-07-2016,19.4,112.27,23.11,176.71,1.86,33.37,160
Bengaluru,05-07-2016,18.36,57.25,19.9,279.4,2.18,35.67,83
Bengaluru,06-07-2016,17.26,42.66,13.18,168.96,1.77,,56
Bengaluru,07-07-2016,15.02,33.56,13.05,154.81,2.96,,141
Bengaluru,08-07-2016,,49.66,18.6,485.06,5.22,,43
Bengaluru,09-07-2016,,51.22,15.69,96.8,4.04,,65
Bengaluru,10-07-2016,8.98,27.9,8.98,495.47,2.23,,30
Bengaluru,11-07-2016,,51.32,13.36,330.12,3.13,,40
Bengaluru,12-07-2016,,41.88,11.15,481.36,3.46,,54
Bengaluru,13-07-2016,,40.21,7.84,453.83,1.94,,41
Bengaluru,14-07-2016,,52.13,14.43,341.78,2.89,,42
Bengaluru,15-07-2016,,39.43,23.36,315.43,2.96,,54
Bengaluru,16-07-2016,,33.87,33.33,496.68,2.8,,61
Bengaluru,17-07-2016,,42.24,20.74,281.85,1.84,,70
Bengaluru,18-07-2016,218.17,30.53,10.49,130.44,3.62,,62
Bengaluru,19-07-2016,55.51,25.62,10.06,496.82,2.87,,308
Bengaluru,20-07-2016,25.56,29.45,12.58,195.59,4.45,31.06,
Bengaluru,21-07-2016,26.7,21.82,56.7,89.34,2.77,,
Bengaluru,22-07-2016,20.15,77.75,39.62,372.6,2.87,,
Bengaluru,23-07-2016,,56.61,20.88,250.72,2.31,,82
Bengaluru,24-07-2016,12.42,,5.22,224.61,0.87,,
Bengaluru,25-07-2016,11.01,112.53,29.17,334.22,2.96,43.27,
Bengaluru,26-07-2016,32.56,,4.44,73.78,1.39,,
Bengaluru,27-07-2016,22.79,,3,364.2,4.7,,36
Bengaluru,28-07-2016,17,97.59,10.29,276.55,1.58,,36
Bengaluru,29-07-2016,22.19,46.72,16.14,270.61,1.06,,55
Bengaluru,30-07-2016,8.74,62.96,10.3,455.02,1.28,,58
Bengaluru,31-07-2016,18.9,138.45,30.71,424.04,1.86,,37
Bengaluru,01-08-2016,17.54,69.17,30.36,289.21,2.44,,72
Bengaluru,02-08-2016,20.06,95.02,9.27,310.25,1.53,,33
Bengaluru,03-08-2016,19.91,77.41,18.42,413.13,1.63,,53
Bengaluru,04-08-2016,14.66,51.42,17.36,235.08,1.52,,64
Bengaluru,05-08-2016,,34.42,12.5,352.06,2.85,,
Bengaluru,06-08-2016,,,,293.35,,,
Bengaluru,07-08-2016,,,,274.83,,,
Bengaluru,08-08-2016,,38.47,12.73,493.12,3.96,,
Bengaluru,09-08-2016,,38.09,10.08,57.88,4.63,,
Bengaluru,10-08-2016,,,,236.58,,,
Bengaluru,11-08-2016,31.42,60.6,14.68,468.58,2.3,32.72,
Bengaluru,12-08-2016,25.09,,8.97,467.67,1.24,16.55,46
Bengaluru,13-08-2016,21.94,,8.83,386.47,1.37,18.87,37
Bengaluru,14-08-2016,21.57,97.04,14.87,316.36,1.75,19.82,38
Bengaluru,15-08-2016,14.38,61.19,12.56,360.88,2.31,21.54,49
Bengaluru,16-08-2016,101.09,55.19,12.41,163.82,3.03,20.49,71
Bengaluru,17-08-2016,33.05,83.6,16.2,269.78,2.63,20.28,229
Bengaluru,18-08-2016,39.14,63.13,15.46,291.23,2.72,21.74,68
Bengaluru,19-08-2016,41.43,18.46,18.34,78.67,2.87,26.26,64
Bengaluru,20-08-2016,100.39,13.98,21.01,439.8,3.66,26.14,62
Bengaluru,21-08-2016,56.45,11.73,17.24,255.51,2.72,28.1,66
Bengaluru,22-08-2016,35.4,29.35,15.82,454.51,2.88,22.79,45
Bengaluru,23-08-2016,43.43,77.31,16.31,225.48,3.06,25.25,66
Bengaluru,24-08-2016,34.99,73.18,17.43,233.99,3.13,23.74,71
Bengaluru,25-08-2016,15.02,62.79,18.74,159.9,4.94,26.6,75
Bengaluru,26-08-2016,29.31,51.59,23.2,339.95,3.39,25.06,62
Bengaluru,27-08-2016,19.65,66.91,22.46,296.82,3.66,25.17,77
Bengaluru,28-08-2016,6.82,58.75,42.15,460.84,4.72,34.16,48
Bengaluru,29-08-2016,27.16,59.6,20.93,243.16,4.62,28.48,47
Bengaluru,30-08-2016,27.9,33.7,20.47,341.63,3.08,21.22,57
Bengaluru,31-08-2016,35.17,51.69,19.08,368.4,3.7,20.34,49
Bengaluru,01-09-2016,37.57,46.28,22.32,193.94,3.72,21.4,57
Bengaluru,02-09-2016,23.25,72.41,21.96,446.37,4.45,22.36,74
Bengaluru,03-09-2016,31.08,74.7,19.42,221.38,2.9,24.83,68
Bengaluru,04-09-2016,37.35,59.38,20.08,336.81,2.33,22.29,71
Bengaluru,05-09-2016,22.49,51.96,25.1,327.13,2.78,23.62,55
Bengaluru,06-09-2016,37.14,64.32,32.8,239.63,2.93,22.96,59
Bengaluru,07-09-2016,28.89,53.47,40.9,132.5,2.85,24.81,60
Bengaluru,08-09-2016,28.25,65.4,59.8,316.62,2.61,29.82,55
Bengaluru,09-09-2016,,55.92,40.18,218.99,3.09,22.77,68
Bengaluru,10-09-2016,43.95,68.24,19.99,220.59,3.55,28.99,84
Bengaluru,11-09-2016,24.72,57.37,21.18,271.81,3.77,22.02,64
Bengaluru,12-09-2016,,62.86,16.07,354.76,5.42,31.99,60
Bengaluru,13-09-2016,23.04,48.92,12.98,378.33,9.3,44.94,60
Bengaluru,14-09-2016,13.59,45.66,21.47,242.18,2.96,36.66,60
Bengaluru,15-09-2016,11.1,41.09,29.29,103.95,3.76,39.12,74
Bengaluru,16-09-2016,32.23,57.94,32.53,406.27,7.68,22.05,66
Bengaluru,17-09-2016,41.01,79.93,25.42,351.24,4.59,36.26,70
Bengaluru,18-09-2016,30.9,80.19,33.55,410.31,4.13,16.27,78
Bengaluru,19-09-2016,26.31,49.89,30,192.15,3.38,19.1,58
Bengaluru,20-09-2016,32.98,44.55,26.31,459.1,4.3,16.09,47
Bengaluru,21-09-2016,43.4,33.79,26.08,168.23,5.07,17.18,40
Bengaluru,22-09-2016,32.46,52.66,23.58,180.39,4.53,22.04,58
Bengaluru,23-09-2016,26.6,103.69,21.48,291.37,5.37,16.37,76
Bengaluru,24-09-2016,39.41,102.24,29,498.8,3.87,10.98,102
Bengaluru,25-09-2016,10.22,131.33,33.14,140.97,4.44,10.45,84
Bengaluru,26-09-2016,16.88,116.82,33.42,427.33,4.02,13.28,90
Bengaluru,27-09-2016,17.1,105.03,30.5,51.06,4.07,14.12,85
Bengaluru,28-09-2016,46.14,95.12,26.83,156.88,5.66,14.51,83
Bengaluru,29-09-2016,55.24,71,26.2,205.76,4.08,15.05,114
Bengaluru,30-09-2016,75.42,121.03,17.34,341.87,4.5,31.09,150
Bengaluru,01-10-2016,65.16,100.91,22.49,101.19,4.53,,124
Bengaluru,02-10-2016,,102.73,30.02,107.92,4.77,,104
Bengaluru,03-10-2016,,122.73,29.19,115.86,4.42,,114
Bengaluru,04-10-2016,70.57,112.72,24.24,348.15,4.57,,111
Bengaluru,05-10-2016,69.14,94.23,20.54,101.59,8.5,,101
Bengaluru,06-10-2016,54.75,81.36,20.33,229.2,10.84,,89
Bengaluru,07-10-2016,41.7,139.73,24.67,120.5,4.57,,103
Bengaluru,08-10-2016,27.31,91.1,25.65,221.93,4.59,23,91
Bengaluru,09-10-2016,13.51,85.18,27.68,371.32,4.26,15.26,83
Bengaluru,10-10-2016,18.96,72.83,26.66,174.98,4.12,14.68,129
Bengaluru,11-10-2016,14.61,70.21,24.16,327.94,3.97,15.67,78
Bengaluru,12-10-2016,21.3,74.85,28,161.83,4.5,15.17,75
Bengaluru,13-10-2016,25.15,66.38,31.42,381.91,3.65,12.04,141
Bengaluru,14-10-2016,24.23,,25.35,399.68,4.65,13.14,69
Bengaluru,15-10-2016,35.18,154.1,39.16,189.68,4.22,21.95,58
Bengaluru,16-10-2016,32.41,155.04,47.09,60.71,7.07,23.11,73
Bengaluru,17-10-2016,56.36,182.16,38.07,108.09,6.24,4.68,85
Bengaluru,18-10-2016,53.43,180.64,33.94,270.93,7.21,,183
Bengaluru,19-10-2016,44.05,191.47,35.85,221.92,6.02,41.74,85
Bengaluru,20-10-2016,62.36,181.92,38.24,205.5,6.46,23.58,75
Bengaluru,21-10-2016,62.74,191.9,35.42,310.69,8.07,23.86,132
Bengaluru,22-10-2016,97.17,195.61,33.75,122.68,10.52,10.54,176
Bengaluru,23-10-2016,67.85,184.81,38.05,255.51,7.36,31.08,184
Bengaluru,24-10-2016,58.78,179.79,41.96,141.52,9.87,22.16,127
Bengaluru,25-10-2016,80.99,224.1,36.1,491.48,8.46,22.28,163
Bengaluru,26-10-2016,68.17,116.92,44.78,71.88,4.9,25.13,164
Bengaluru,27-10-2016,59.61,137.68,46.57,57.1,4.28,29.54,132
Bengaluru,28-10-2016,62.38,123.91,46.43,303.88,9.04,44.86,116
Bengaluru,29-10-2016,78.74,130.99,44.4,78.18,4.31,45.04,174
Bengaluru,30-10-2016,60.79,130.15,38.53,414.95,3.75,23.8,188
Bengaluru,31-10-2016,36.92,95.71,34.8,418.82,4.92,21.69,88
Bengaluru,01-11-2016,21.2,,30.89,244.52,5.34,16.2,51
Bengaluru,02-11-2016,31.26,142.2,39.54,427.27,3.29,26.39,57
Bengaluru,03-11-2016,34.79,111.6,41.17,383.23,2.49,25.26,82
Bengaluru,04-11-2016,55.92,118.8,37.52,110.94,4.84,30.68,88
Bengaluru,05-11-2016,55.03,117.02,29.98,436.82,4.69,34.67,111
Bengaluru,06-11-2016,41.23,69.46,27.4,443.43,3.85,37.6,90
Bengaluru,07-11-2016,43.91,100.27,31.23,195.22,2.83,36.94,78
Bengaluru,08-11-2016,52.08,109.02,32.63,398.75,6.29,37.14,94
Bengaluru,09-11-2016,46.94,120.41,28.38,453.81,5.16,46.92,95
Bengaluru,10-11-2016,49.03,130.54,30.8,385.54,6.34,62.56,112
Bengaluru,11-11-2016,57.78,150.94,41.03,92.31,7.64,71.14,124
Bengaluru,12-11-2016,52.72,127.44,37.57,92.59,8.28,77.53,122
Bengaluru,13-11-2016,38.42,121.18,38.81,492.08,4.93,57.77,99
Bengaluru,14-11-2016,29.96,82.83,36.67,293.61,5.26,14.2,44
Bengaluru,15-11-2016,27.64,56.85,25.66,340,5.02,15.65,38
Bengaluru,16-11-2016,35.8,130.25,25.46,460.52,5.08,22.33,102
Bengaluru,17-11-2016,40.13,133.97,34.52,53.35,2.97,48.83,189
Bengaluru,18-11-2016,43.6,135.71,30.86,242.01,2.5,56.67,101
Bengaluru,19-11-2016,48.93,,26.23,304.88,2.78,45.24,86
Bengaluru,20-11-2016,42.21,,38.1,50.96,2.34,49.29,95
Bengaluru,21-11-2016,102.01,182.79,44.31,330.99,3.9,44.48,120
Bengaluru,22-11-2016,91.6,141.03,31.76,432.92,7.56,16.37,101
Bengaluru,23-11-2016,47.76,173.09,39.92,74.71,6.66,33.28,335
Bengaluru,24-11-2016,86.62,152.15,32.55,411.9,4.88,46.95,140
Bengaluru,25-11-2016,46.12,158.04,33.94,489.89,4.01,43.76,133
Bengaluru,26-11-2016,46.87,164.12,36.46,464.13,3.63,38.04,113
Bengaluru,27-11-2016,53.71,171.52,37.49,291.66,3.52,35.33,117
Bengaluru,28-11-2016,49.9,176.99,38.97,437.21,6.79,26.27,124
Bengaluru,29-11-2016,59.3,194.37,37.55,396.79,11.63,31.34,120
Bengaluru,30-11-2016,49.69,170.26,31.49,417.95,5.34,28.52,160
Bengaluru,01-12-2016,45.84,137.86,26.72,229.12,4.93,39.83,114
Bengaluru,02-12-2016,22.14,78.55,26.06,264.03,3.55,20.83,103
Bengaluru,03-12-2016,18.3,102.86,30.35,157.61,4.06,11.42,67
Bengaluru,04-12-2016,24.44,136.05,23.2,73.21,3.15,8.61,125
Bengaluru,05-12-2016,23.63,124.78,30.2,318.75,4.43,9.8,209
Bengaluru,06-12-2016,36.97,155.51,44.45,189.31,3,15.37,200
Bengaluru,07-12-2016,40.72,132.73,44.74,276.22,3.63,20.32,101
Bengaluru,08-12-2016,32.59,128.54,43.67,483.21,5.58,16.42,85
Bengaluru,09-12-2016,44.96,135,40.56,78.42,6.68,13.5,163
Bengaluru,10-12-2016,30.37,124.8,37.24,443.07,3.47,6.73,75
Bengaluru,11-12-2016,24.98,138.06,42.15,89.04,8.15,8.43,132
Bengaluru,12-12-2016,42.19,131.75,25.22,344.11,6.85,22.58,119
Bengaluru,13-12-2016,204.25,,22.25,204.47,7.88,18.31,342
Bengaluru,14-12-2016,30.72,180.88,23.41,95.07,2.62,22.5,104
Bengaluru,15-12-2016,28.47,142.64,37.05,390.62,3.72,12.13,93
Bengaluru,16-12-2016,34.57,137.45,37.38,364.36,4.25,7.08,134
Bengaluru,17-12-2016,36.97,143.58,38.93,338.12,4.35,13.37,103
Bengaluru,18-12-2016,35.21,130.91,40.15,484.2,4.81,26.23,90
Bengaluru,19-12-2016,37.8,144.73,40.9,60.65,4.27,25.9,97
Bengaluru,20-12-2016,19.09,121.19,35.67,245.6,3.75,18.88,93
Bengaluru,21-12-2016,19.68,99.9,24.18,303.2,4.19,16.53,74
Bengaluru,22-12-2016,39.64,176.96,30.67,210.97,4.74,28.61,75
Bengaluru,23-12-2016,43.67,150.64,72.51,351.27,7.81,37.75,100
Bengaluru,24-12-2016,57.79,141.76,79.24,454.64,7.79,11.26,112
Bengaluru,25-12-2016,39.11,145.35,46.39,363.64,4.93,52.62,114
Bengaluru,26-12-2016,34.02,121.66,49.47,306.22,5.17,34.44,104
Bengaluru,27-12-2016,53.5,111.09,41.33,382.03,7.04,23.74,90
Bengaluru,28-12-2016,38.53,80.87,20.7,99.33,4.32,17.27,84
Bengaluru,29-12-2016,44.9,112.78,30.07,333.5,5.6,,76
Bengaluru,30-12-2016,54.65,134.46,44.47,233.26,5.58,,93
Bengaluru,31-12-2016,40.96,128.38,47.25,193.46,4.92,41.16,106
Bengaluru,01-01-2017,20.13,105.61,42.34,278.2,4.8,25.9,88
Bengaluru,02-01-2017,19.61,105.34,40.94,412.13,4.93,29.95,83
Bengaluru,03-01-2017,26.66,106.4,49.02,235.66,4.95,31.55,87
Bengaluru,04-01-2017,36.93,118.86,38.48,366.1,4.58,39.09,91
Bengaluru,05-01-2017,36.09,114.62,36.01,315,4.57,35.78,85
Bengaluru,06-01-2017,41.53,131.53,39.13,462.27,4.32,39.95,88
Bengaluru,07-01-2017,47.48,140.54,40.87,250.18,5.57,43.82,106
Bengaluru,08-01-2017,37.61,124.94,33.21,418.96,4.83,39.25,95
